Record_ID,Date,Country,City,Temperature,Humidity,Precipitation,Air_Quality_Index,Extreme_Weather_Events,Climate_Classification,Climate_Zone,Biome_Type,Heat_Index,Wind_Speed,Wind_Direction,Season,Population_Exposure,Economic_Impact_Estimate,Infrastructure_Vulnerability_Score
s.a_355,2024-12-20,"South Africa",Johannesburg,26.6,89,79.3,384,None,Koeppen-A,Tropical,Wetland,31.1,29.4,W,Winter,3898266,61983850,9
s.a_356,2024-12-21,"South Africa",Johannesburg,5.7,97,146.5,373,Heatwave,Koeppen-A,Tropical,Tundra,10.6,37.2,N,Winter,7375247,39732173,3
s.a_357,2024-12-22,"South Africa",Johannesburg,20.9,30,96.4,373,None,Koeppen-A,Tropical,Tundra,22.4,21.3,NE,Winter,6447502,77482511,8
s.a_358,2024-12-23,"South Africa",Johannesburg,29.6,57,22,52,None,Koeppen-B,Tropical,Desert,32.5,14,NW,Winter,4150840,69526892,5
s.a_359,2024-12-24,"South Africa",Johannesburg,29.6,22,76.1,373,None,Koeppen-A,Tropical,Desert,30.7,14.7,S,Winter,3537404,52156569,1
s.a_36,2024-02-05,"South Africa",Johannesburg,-6.4,47,169.2,25,Hurricane,Koeppen-B,Tropical,Desert,-4.1,19.5,NE,Winter,9169748,46185164,3
s.a_360,2024-12-25,"South Africa",Johannesburg,0.1,65,186.8,36,None,Koeppen-B,Tropical,Tundra,3.4,6.2,E,Winter,4593251,33544636,10
s.a_361,2024-12-26,"South Africa",Johannesburg,-5,56,111.9,189,None,Koeppen-A,Tropical,Forest,-2.2,19.6,SW,Winter,5358608,75484354,5
s.a_362,2024-12-27,"South Africa",Johannesburg,29.9,23,158.8,347,None,Koeppen-A,Tropical,Tundra,31,25.1,NE,Winter,4608490,44281466,2
s.a_363,2024-12-28,"South Africa",Johannesburg,9.7,18,48.9,464,None,Koeppen-B,Tropical,Grassland,10.6,5.9,S,Winter,7127622,56572294,5
s.a_364,2024-12-29,"South Africa",Johannesburg,2.6,28,33,473,None,Koeppen-D,Tropical,Tundra,4,39.5,SE,Winter,576817,9779410,1
s.a_365,2024-12-30,"South Africa",Johannesburg,15.2,69,86.1,431,None,Koeppen-A,Tropical,Wetland,18.6,5.1,N,Winter,4605175,64542755,2
s.a_366,2024-12-31,"South Africa",Johannesburg,39.1,25,184.7,259,None,Koeppen-D,Tropical,Grassland,40.4,3,E,Winter,3661047,50243264,2
s.a_367,2025-01-01,"South Africa",Johannesburg,11.9,80,171.2,183,None,Koeppen-B,Tropical,Wetland,15.9,17.3,SW,Winter,710370,10976753,8
s.a_368,2025-01-02,"South Africa",Johannesburg,-0.3,20,165.5,185,Drought,Koeppen-D,Tropical,Forest,0.7,17,S,Winter,8014119,89521649,8
s.a_369,2025-01-03,"South Africa",Johannesburg,14.4,64,101.6,261,None,Koeppen-C,Tropical,Desert,17.6,27.8,N,Winter,2145850,68373109,4
s.a_37,2024-02-06,"South Africa",Johannesburg,-4.5,55,116.4,112,None,Koeppen-C,Tropical,Wetland,-1.8,26,NE,Winter,8709484,56292173,5
s.a_370,2025-01-04,"South Africa",Johannesburg,35.1,41,158.3,408,None,Koeppen-D,Tropical,Forest,37.1,36.8,SE,Winter,6769907,1353070,7
s.a_371,2025-01-05,"South Africa",Johannesburg,-0.6,90,161,12,Hurricane,Koeppen-D,Tropical,Grassland,3.9,35.7,N,Winter,5578561,56012551,1
s.a_372,2025-01-06,"South Africa",Johannesburg,7.7,92,165,423,None,Koeppen-C,Tropical,Desert,12.3,38.1,W,Winter,4718763,15599655,8
s.a_373,2025-01-07,"South Africa",Johannesburg,16.5,52,21.2,417,None,Koeppen-B,Tropical,Forest,19.1,30.6,SE,Winter,9747172,53871430,2
s.a_374,2025-01-08,"South Africa",Johannesburg,32.2,54,9.6,258,None,Koeppen-A,Tropical,Grassland,34.9,21.9,SE,Winter,9803151,57943612,5
s.a_375,2025-01-09,"South Africa",Johannesburg,17.5,61,187.7,68,None,Koeppen-D,Tropical,Tundra,20.6,5.6,S,Winter,9466060,38478406,9
s.a_376,2025-01-10,"South Africa",Johannesburg,-1.8,25,144.1,245,None,Koeppen-C,Tropical,Tundra,-0.6,21.3,NE,Winter,1055289,43903841,8
s.a_377,2025-01-11,"South Africa",Johannesburg,-5.7,80,26.4,394,None,Koeppen-D,Tropical,Forest,-1.7,36.5,N,Winter,2514741,14384102,10
s.a_378,2025-01-12,"South Africa",Johannesburg,-8.2,81,181.4,484,Hurricane,Koeppen-B,Tropical,Desert,-4.1,29.5,N,Winter,4746407,9083915,1
s.a_379,2025-01-13,"South Africa",Johannesburg,19.8,19,168.4,345,None,Koeppen-B,Tropical,Desert,20.8,15.9,E,Winter,631269,6324572,3
s.a_38,2024-02-07,"South Africa",Johannesburg,12.1,65,60.9,398,None,Koeppen-A,Tropical,Wetland,15.3,7.5,W,Winter,4064174,85298832,10
s.a_380,2025-01-14,"South Africa",Johannesburg,25.2,37,147.7,459,None,Koeppen-D,Tropical,Desert,27.1,15.7,SW,Winter,1207711,64104788,1
s.a_381,2025-01-15,"South Africa",Johannesburg,11.5,23,45.1,51,None,Koeppen-B,Tropical,Tundra,12.7,39.6,SE,Winter,4407861,6502328,3
s.a_382,2025-01-16,"South Africa",Johannesburg,8.4,20,170.2,207,None,Koeppen-A,Tropical,Forest,9.4,8.6,NW,Winter,5817440,73488952,2
s.a_383,2025-01-17,"South Africa",Johannesburg,24.9,52,138.4,347,None,Koeppen-C,Tropical,Forest,27.5,18.3,NE,Winter,7352682,18558482,3
s.a_384,2025-01-18,"South Africa",Johannesburg,30.9,83,47.7,242,None,Koeppen-D,Tropical,Forest,35,31.6,SW,Winter,2030696,67785360,1
s.a_385,2025-01-19,"South Africa",Johannesburg,19.2,29,66.7,473,None,Koeppen-C,Tropical,Wetland,20.6,31,W,Winter,1458375,82989168,3
s.a_386,2025-01-20,"South Africa",Johannesburg,39.4,89,51.2,340,None,Koeppen-D,Tropical,Tundra,43.9,20.1,NW,Winter,2796758,36884993,10
s.a_387,2025-01-21,"South Africa",Johannesburg,37.7,25,170.8,259,None,Koeppen-C,Tropical,Desert,39,5.8,NW,Winter,1016021,97895039,6
s.a_388,2025-01-22,"South Africa",Johannesburg,16,58,25.9,111,None,Koeppen-D,Tropical,Desert,18.9,33.2,E,Winter,7791760,70130286,7
s.a_389,2025-01-23,"South Africa",Johannesburg,23.7,73,82.5,468,None,Koeppen-A,Tropical,Forest,27.4,15.3,NW,Winter,2103425,25178591,3
s.a_39,2024-02-08,"South Africa",Johannesburg,8.8,62,5,409,None,Koeppen-D,Tropical,Desert,11.9,30.4,NW,Winter,2134819,37819704,1
s.a_390,2025-01-24,"South Africa",Johannesburg,-2.5,72,113.5,226,Hurricane,Koeppen-C,Tropical,Wetland,1.1,22.9,W,Winter,1141620,25318085,2
s.a_391,2025-01-25,"South Africa",Johannesburg,25.7,43,42.5,332,None,Koeppen-A,Tropical,Forest,27.8,6.2,S,Winter,9311479,76549833,9
s.a_392,2025-01-26,"South Africa",Johannesburg,12.6,47,131,356,None,Koeppen-B,Tropical,Grassland,14.9,3,S,Winter,6705900,84103551,4
s.a_393,2025-01-27,"South Africa",Johannesburg,27.5,11,126.4,451,None,Koeppen-C,Tropical,Desert,28.1,30.4,NE,Winter,9229588,99536030,5
s.a_394,2025-01-28,"South Africa",Johannesburg,41.9,24,138.1,488,None,Koeppen-A,Tropical,Grassland,43.1,0.9,W,Winter,8010247,9150233,8
s.a_395,2025-01-29,"South Africa",Johannesburg,25.5,23,18.6,438,None,Koeppen-A,Tropical,Tundra,26.6,17,NW,Winter,9639102,74543175,8
s.a_396,2025-01-30,"South Africa",Johannesburg,25.4,91,24,399,None,Koeppen-D,Tropical,Wetland,29.9,32.1,E,Winter,2104565,45414270,3
s.a_397,2025-01-31,"South Africa",Johannesburg,0.6,20,4.5,89,None,Koeppen-B,Tropical,Wetland,1.6,20,SW,Winter,8831110,97243798,8
s.a_398,2025-02-01,"South Africa",Johannesburg,35.3,38,183.7,409,Heatwave,Koeppen-B,Tropical,Wetland,37.2,14,SE,Winter,4293541,6687674,6
s.a_399,2025-02-02,"South Africa",Johannesburg,26.7,93,73.8,33,None,Koeppen-C,Tropical,Grassland,31.4,31.1,E,Winter,3654054,85476152,5
s.a_4,2024-01-04,"South Africa",Johannesburg,26.2,82,28.3,181,None,Koeppen-A,Tropical,Grassland,30.3,37,S,Winter,1708953,74894699,9
s.a_40,2024-02-09,"South Africa",Johannesburg,0.2,97,114.7,95,Hurricane,Koeppen-B,Tropical,Grassland,5.1,20.5,NE,Winter,4193419,83096497,9
s.a_400,2025-02-03,"South Africa",Johannesburg,39.3,70,31.4,28,Drought,Koeppen-C,Tropical,Forest,42.8,15.7,S,Winter,2966724,63368360,7
s.a_401,2025-02-04,"South Africa",Johannesburg,20.9,66,66.9,135,None,Koeppen-D,Tropical,Wetland,24.2,8.6,NE,Winter,9776950,60010015,7
s.a_402,2025-02-05,"South Africa",Johannesburg,9.3,40,27.3,191,None,Koeppen-B,Tropical,Tundra,11.3,12.8,SW,Winter,845003,88169569,6
s.a_403,2025-02-06,"South Africa",Johannesburg,12.2,100,91,217,None,Koeppen-D,Tropical,Desert,17.2,4.3,SE,Winter,6248530,75006417,5
s.a_404,2025-02-07,"South Africa",Johannesburg,-9.9,19,85,475,Drought,Koeppen-C,Tropical,Tundra,-9,3.4,E,Winter,1560050,30756206,5
s.a_405,2025-02-08,"South Africa",Johannesburg,38.9,77,72.4,340,Heatwave,Koeppen-B,Tropical,Tundra,42.8,39.5,W,Winter,3437841,56976221,10
s.a_406,2025-02-09,"South Africa",Johannesburg,23.4,62,23.2,76,None,Koeppen-C,Tropical,Grassland,26.5,31,SW,Winter,1990874,79718463,7
s.a_407,2025-02-10,"South Africa",Johannesburg,44.1,65,84.1,104,None,Koeppen-D,Tropical,Forest,47.4,27,S,Winter,4817448,4549738,7
s.a_408,2025-02-11,"South Africa",Johannesburg,44.1,79,159.1,345,None,Koeppen-D,Tropical,Wetland,48.1,16.6,NW,Winter,5218142,97780624,3
s.a_409,2025-02-12,"South Africa",Johannesburg,1.8,35,85.6,316,None,Koeppen-A,Tropical,Desert,3.5,29.7,E,Winter,576540,55311845,9
s.a_41,2024-02-10,"South Africa",Johannesburg,15.5,54,81.5,373,None,Koeppen-B,Tropical,Grassland,18.2,38,E,Winter,8675007,58398855,3
s.a_410,2025-02-13,"South Africa",Johannesburg,22.8,89,23.9,117,None,Koeppen-A,Tropical,Forest,27.2,15.1,E,Winter,9793921,40735813,3
s.a_411,2025-02-14,"South Africa",Johannesburg,14.7,78,175.2,188,None,Koeppen-D,Tropical,Grassland,18.6,7.1,SW,Winter,1701545,23120994,8
s.a_412,2025-02-15,"South Africa",Johannesburg,34.9,85,130.7,467,None,Koeppen-A,Tropical,Forest,39.1,14.1,W,Winter,4966057,84334765,1
s.a_413,2025-02-16,"South Africa",Johannesburg,10.9,97,61.9,247,None,Koeppen-B,Tropical,Grassland,15.8,13.6,NE,Winter,6019527,61027636,4
s.a_414,2025-02-17,"South Africa",Johannesburg,22.4,58,63.1,488,Hurricane,Koeppen-A,Tropical,Tundra,25.3,13.2,SE,Winter,1937863,84058505,9
s.a_415,2025-02-18,"South Africa",Johannesburg,-7,30,158.3,474,None,Koeppen-A,Tropical,Grassland,-5.5,16,SE,Winter,5233824,37253549,3
s.a_416,2025-02-19,"South Africa",Johannesburg,42.5,27,184.4,225,None,Koeppen-C,Tropical,Wetland,43.9,14,S,Winter,1247970,92775301,8
s.a_417,2025-02-20,"South Africa",Johannesburg,12.1,92,65.1,136,None,Koeppen-C,Tropical,Desert,16.7,0.9,N,Winter,994550,51580390,1
s.a_418,2025-02-21,"South Africa",Johannesburg,1,34,184.7,19,None,Koeppen-D,Tropical,Forest,2.7,39.2,NE,Winter,2339698,49251201,9
s.a_419,2025-02-22,"South Africa",Johannesburg,37.2,64,110.1,307,None,Koeppen-B,Tropical,Forest,40.4,14.8,S,Winter,1713037,54225736,8
s.a_42,2024-02-11,"South Africa",Johannesburg,25.2,75,53.2,339,None,Koeppen-A,Tropical,Tundra,28.9,28.9,N,Winter,6899119,26595721,9
s.a_420,2025-02-23,"South Africa",Johannesburg,14.4,53,95.5,419,None,Koeppen-D,Tropical,Forest,17.1,38.9,NE,Winter,2096246,63632639,1
s.a_421,2025-02-24,"South Africa",Johannesburg,23,62,16.6,180,None,Koeppen-C,Tropical,Desert,26.1,11.3,E,Winter,8657895,80994149,1
s.a_422,2025-02-25,"South Africa",Johannesburg,29.2,33,93,392,Drought,Koeppen-A,Tropical,Grassland,30.8,33.5,E,Winter,2024656,83916636,7
s.a_423,2025-02-26,"South Africa",Johannesburg,2.9,87,188.6,22,None,Koeppen-B,Tropical,Forest,7.2,34.9,E,Winter,7734692,89026097,5
s.a_424,2025-02-27,"South Africa",Johannesburg,24.5,84,136.4,114,None,Koeppen-D,Tropical,Tundra,28.7,18.3,S,Winter,4289514,6901190,8
s.a_425,2025-02-28,"South Africa",Johannesburg,22.4,32,181.5,236,None,Koeppen-C,Tropical,Wetland,24,36,N,Winter,158245,94152707,9
s.a_426,2025-03-01,"South Africa",Johannesburg,42.7,79,172.3,327,None,Koeppen-D,Tropical,Wetland,46.7,29.3,N,Spring,986504,79095616,1
s.a_427,2025-03-02,"South Africa",Johannesburg,7.2,84,42,456,None,Koeppen-D,Tropical,Grassland,11.4,0.4,NW,Spring,4341986,98972970,4
s.a_428,2025-03-03,"South Africa",Johannesburg,-0.4,53,185.6,192,None,Koeppen-A,Tropical,Grassland,2.3,34.5,N,Spring,9339868,52440384,2
s.a_429,2025-03-04,"South Africa",Johannesburg,-2,90,144.8,21,None,Koeppen-D,Tropical,Desert,2.5,0.2,S,Spring,5460477,77657534,2
s.a_43,2024-02-12,"South Africa",Johannesburg,-2.1,69,19.2,165,None,Koeppen-A,Tropical,Grassland,1.4,5,NE,Winter,8391840,82025598,6
s.a_430,2025-03-05,"South Africa",Johannesburg,41.7,20,196.2,77,None,Koeppen-D,Tropical,Forest,42.7,36.6,NW,Spring,2228773,46545524,1
s.a_431,2025-03-06,"South Africa",Johannesburg,35.5,34,60.6,329,Drought,Koeppen-C,Tropical,Wetland,37.2,3.4,N,Spring,5610204,90575436,10
s.a_432,2025-03-07,"South Africa",Johannesburg,9.2,47,34,244,None,Koeppen-A,Tropical,Grassland,11.5,9,NE,Spring,2984499,45807770,1
s.a_433,2025-03-08,"South Africa",Johannesburg,9.3,18,59.5,199,None,Koeppen-C,Tropical,Grassland,10.2,4.4,W,Spring,7874053,37057423,8
s.a_434,2025-03-09,"South Africa",Johannesburg,35.8,59,161.5,190,None,Koeppen-B,Tropical,Tundra,38.8,12.8,S,Spring,6352070,28182586,8
s.a_435,2025-03-10,"South Africa",Johannesburg,4.2,21,152.2,88,None,Koeppen-D,Tropical,Wetland,5.2,16.4,S,Spring,1153488,99065958,9
s.a_436,2025-03-11,"South Africa",Johannesburg,-1.4,57,198.2,295,None,Koeppen-C,Tropical,Grassland,1.5,11.1,E,Spring,5520788,31588442,5
s.a_437,2025-03-12,"South Africa",Johannesburg,42.7,62,14.1,302,None,Koeppen-D,Tropical,Forest,45.8,22.7,N,Spring,8930944,14201248,7
s.a_438,2025-03-13,"South Africa",Johannesburg,14.8,42,66.3,201,None,Koeppen-C,Tropical,Tundra,16.9,9.3,SE,Spring,3144283,90358392,5
s.a_439,2025-03-14,"South Africa",Johannesburg,44.1,36,153.4,201,None,Koeppen-A,Tropical,Wetland,45.9,8.5,E,Spring,7101508,7131599,8
s.a_44,2024-02-13,"South Africa",Johannesburg,2.8,67,85.1,194,None,Koeppen-B,Tropical,Grassland,6.2,19,W,Winter,9688100,23313558,6
s.a_440,2025-03-15,"South Africa",Johannesburg,2.5,42,131.6,363,Heatwave,Koeppen-C,Tropical,Wetland,4.6,26.4,NE,Spring,9371366,97736790,2
s.a_441,2025-03-16,"South Africa",Johannesburg,29.5,30,106.6,221,None,Koeppen-D,Tropical,Forest,31,18.1,E,Spring,157768,15091815,5
s.a_442,2025-03-17,"South Africa",Johannesburg,-5.6,62,121.1,68,None,Koeppen-C,Tropical,Tundra,-2.5,13,NW,Spring,2854765,43746304,3
s.a_443,2025-03-18,"South Africa",Johannesburg,7.9,75,90.1,216,Heatwave,Koeppen-B,Tropical,Wetland,11.7,12.6,NE,Spring,9804706,68839117,10
s.a_444,2025-03-19,"South Africa",Johannesburg,29,79,58.2,56,None,Koeppen-B,Tropical,Forest,33,20.2,S,Spring,4383595,97419257,8
s.a_445,2025-03-20,"South Africa",Johannesburg,33.6,39,37.3,275,None,Koeppen-B,Tropical,Wetland,35.6,0.7,E,Spring,7173468,3815815,4
s.a_446,2025-03-21,"South Africa",Johannesburg,21.1,63,77.4,442,None,Koeppen-D,Tropical,Forest,24.2,19.7,NE,Spring,6966831,43902390,7
s.a_447,2025-03-22,"South Africa",Johannesburg,27.6,24,116.4,167,None,Koeppen-A,Tropical,Tundra,28.8,9.3,NE,Spring,6612552,42975871,1
s.a_448,2025-03-23,"South Africa",Johannesburg,22.5,34,191.2,499,None,Koeppen-A,Tropical,Grassland,24.2,22.7,NE,Spring,9663861,75148376,10
s.a_449,2025-03-24,"South Africa",Johannesburg,19.6,23,107.9,76,None,Koeppen-D,Tropical,Grassland,20.8,1.2,N,Spring,3239008,20954355,2
s.a_45,2024-02-14,"South Africa",Johannesburg,-1.7,50,148.3,309,None,Koeppen-B,Tropical,Wetland,0.8,21.2,W,Winter,2347927,93733199,7
s.a_450,2025-03-25,"South Africa",Johannesburg,7.7,77,162.2,474,None,Koeppen-A,Tropical,Grassland,11.6,7.2,SE,Spring,5252346,80724742,3
s.a_451,2025-03-26,"South Africa",Johannesburg,0.3,52,59.1,211,None,Koeppen-C,Tropical,Grassland,2.9,5.6,SW,Spring,5769229,24677704,8
s.a_452,2025-03-27,"South Africa",Johannesburg,9.5,80,13.9,159,Heatwave,Koeppen-C,Tropical,Desert,13.5,37.7,S,Spring,3295017,59721862,10
s.a_453,2025-03-28,"South Africa",Johannesburg,9.5,61,70.7,416,None,Koeppen-C,Tropical,Wetland,12.6,17,SW,Spring,4400814,40906652,6
s.a_454,2025-03-29,"South Africa",Johannesburg,10.2,50,133,107,None,Koeppen-C,Tropical,Forest,12.7,3.2,SW,Spring,9589740,80968016,7
s.a_455,2025-03-30,"South Africa",Johannesburg,15.1,50,71.3,218,None,Koeppen-C,Tropical,Forest,17.6,21.8,NW,Spring,9093993,13566755,6
s.a_456,2025-03-31,"South Africa",Johannesburg,-4.6,24,36.7,145,None,Koeppen-D,Tropical,Desert,-3.4,34.8,SW,Spring,7331206,27149117,9
s.a_457,2025-04-01,"South Africa",Johannesburg,8.5,61,47.5,24,None,Koeppen-C,Tropical,Tundra,11.6,4.1,N,Spring,1010100,70082968,7
s.a_458,2025-04-02,"South Africa",Johannesburg,31.1,27,148.7,476,None,Koeppen-A,Tropical,Grassland,32.5,37.7,SE,Spring,4236351,11534077,7
s.a_459,2025-04-03,"South Africa",Johannesburg,28.8,74,38.4,250,Hurricane,Koeppen-A,Tropical,Desert,32.5,30.7,E,Spring,9037194,87407810,8
s.a_46,2024-02-15,"South Africa",Johannesburg,13.5,11,157.4,235,None,Koeppen-D,Tropical,Grassland,14.1,23,NE,Winter,428488,38344636,6
s.a_460,2025-04-04,"South Africa",Johannesburg,37,74,70,219,Hurricane,Koeppen-B,Tropical,Desert,40.7,37,S,Spring,4026261,96866318,4
s.a_461,2025-04-05,"South Africa",Johannesburg,21.8,31,20.6,199,None,Koeppen-B,Tropical,Desert,23.4,29.7,S,Spring,4021905,5321583,10
s.a_462,2025-04-06,"South Africa",Johannesburg,-8.6,16,188.8,146,None,Koeppen-D,Tropical,Desert,-7.8,16.6,W,Spring,3358236,98008800,3
s.a_463,2025-04-07,"South Africa",Johannesburg,3.3,92,15.4,352,None,Koeppen-D,Tropical,Forest,7.9,31.8,NE,Spring,4030495,39964054,2
s.a_464,2025-04-08,"South Africa",Johannesburg,37.4,15,157.2,327,Flood,Koeppen-A,Tropical,Desert,38.1,6.4,SW,Spring,956606,73061716,3
s.a_465,2025-04-09,"South Africa",Johannesburg,12.2,18,109.3,315,None,Koeppen-A,Tropical,Grassland,13.1,12,S,Spring,8685099,41454406,6
s.a_466,2025-04-10,"South Africa",Johannesburg,0.9,66,94.6,16,None,Koeppen-B,Tropical,Wetland,4.2,3.9,W,Spring,5578311,27786278,9
s.a_467,2025-04-11,"South Africa",Johannesburg,10.3,76,156.7,57,None,Koeppen-A,Tropical,Forest,14.1,4.5,E,Spring,5964498,44705892,9
s.a_468,2025-04-12,"South Africa",Johannesburg,17.3,53,152.5,81,None,Koeppen-B,Tropical,Desert,20,23.5,SE,Spring,8417401,74218888,3
s.a_469,2025-04-13,"South Africa",Johannesburg,44.5,49,83.3,185,None,Koeppen-D,Tropical,Desert,47,24.9,NW,Spring,6547940,59107153,6
s.a_47,2024-02-16,"South Africa",Johannesburg,37.6,59,45,361,None,Koeppen-A,Tropical,Desert,40.6,32.5,SW,Winter,2201435,45107622,3
s.a_470,2025-04-14,"South Africa",Johannesburg,24.1,87,25.2,19,None,Koeppen-B,Tropical,Wetland,28.5,38.4,S,Spring,9246625,36183343,1
s.a_471,2025-04-15,"South Africa",Johannesburg,1.1,69,47.6,423,None,Koeppen-D,Tropical,Grassland,4.6,13.4,NE,Spring,1927071,54008267,1
s.a_472,2025-04-16,"South Africa",Johannesburg,30,25,108.2,62,None,Koeppen-C,Tropical,Grassland,31.2,18.2,E,Spring,6593825,37905053,6
s.a_473,2025-04-17,"South Africa",Johannesburg,-6.7,38,87.5,444,None,Koeppen-C,Tropical,Desert,-4.8,23.1,N,Spring,7606623,46920067,9
s.a_474,2025-04-18,"South Africa",Johannesburg,-2.6,28,22.4,220,Flood,Koeppen-D,Tropical,Forest,-1.2,14.5,E,Spring,6052292,55616352,2
s.a_475,2025-04-19,"South Africa",Johannesburg,20.8,51,104.5,79,Drought,Koeppen-C,Tropical,Desert,23.4,28.8,NW,Spring,5454904,65241428,9
s.a_476,2025-04-20,"South Africa",Johannesburg,1.9,47,91.2,285,None,Koeppen-B,Tropical,Desert,4.2,22.7,SW,Spring,6390270,85100658,1
s.a_477,2025-04-21,"South Africa",Johannesburg,30.9,46,45.5,391,None,Koeppen-C,Tropical,Grassland,33.2,31.4,NW,Spring,6227057,64486729,6
s.a_478,2025-04-22,"South Africa",Johannesburg,40.5,86,22.4,385,None,Koeppen-A,Tropical,Desert,44.8,29.9,W,Spring,9180447,77028065,8
s.a_479,2025-04-23,"South Africa",Johannesburg,23.9,15,42.9,357,None,Koeppen-D,Tropical,Tundra,24.6,27.7,NW,Spring,6997895,64460375,8
s.a_48,2024-02-17,"South Africa",Johannesburg,44.3,96,108,229,None,Koeppen-C,Tropical,Wetland,49.1,10.2,SW,Winter,6650816,55804441,5
s.a_480,2025-04-24,"South Africa",Johannesburg,36.9,10,172.2,366,None,Koeppen-A,Tropical,Forest,37.4,24.7,NW,Spring,4760181,53906667,6
s.a_481,2025-04-25,"South Africa",Johannesburg,29.8,60,170.3,386,None,Koeppen-A,Tropical,Desert,32.8,29.8,NE,Spring,4893157,80331676,6
s.a_482,2025-04-26,"South Africa",Johannesburg,28.2,12,85,33,None,Koeppen-C,Tropical,Wetland,28.8,24.2,SW,Spring,2344350,51584619,6
s.a_483,2025-04-27,"South Africa",Johannesburg,4,40,112.5,300,None,Koeppen-A,Tropical,Forest,6,1.1,NE,Spring,5109220,58610845,2
s.a_484,2025-04-28,"South Africa",Johannesburg,38.3,47,33.1,114,Heatwave,Koeppen-D,Tropical,Desert,40.6,12.2,E,Spring,3282497,45826760,1
s.a_485,2025-04-29,"South Africa",Johannesburg,-4.9,85,47.8,373,None,Koeppen-A,Tropical,Grassland,-0.7,14.8,NW,Spring,4012014,27199356,9
s.a_486,2025-04-30,"South Africa",Johannesburg,21.9,80,179.1,423,None,Koeppen-A,Tropical,Wetland,25.9,21,S,Spring,8559530,6151358,3
s.a_487,2025-05-01,"South Africa",Johannesburg,-8.5,92,94.8,212,None,Koeppen-C,Tropical,Tundra,-3.9,26.2,W,Spring,1564379,4372243,8
s.a_488,2025-05-02,"South Africa",Johannesburg,16.7,43,137.8,242,None,Koeppen-B,Tropical,Tundra,18.8,29,S,Spring,4917201,66505118,9
s.a_489,2025-05-03,"South Africa",Johannesburg,17.6,83,167.8,476,Flood,Koeppen-A,Tropical,Desert,21.8,11.6,SW,Spring,2013636,92458705,3
s.a_49,2024-02-18,"South Africa",Johannesburg,19.7,15,52.1,247,None,Koeppen-D,Tropical,Desert,20.4,9.9,N,Winter,6402741,26827573,2
s.a_490,2025-05-04,"South Africa",Johannesburg,37.8,30,125.7,447,None,Koeppen-B,Tropical,Tundra,39.3,0,SW,Spring,5649188,6270309,8
s.a_491,2025-05-05,"South Africa",Johannesburg,23.4,68,197.1,489,Flood,Koeppen-B,Tropical,Desert,26.8,19.5,NE,Spring,6831678,39423922,2
s.a_492,2025-05-06,"South Africa",Johannesburg,9.2,81,191.4,287,None,Koeppen-B,Tropical,Tundra,13.2,13.4,S,Spring,7466322,48125878,3
s.a_493,2025-05-07,"South Africa",Johannesburg,16.6,74,107.4,422,None,Koeppen-C,Tropical,Desert,20.3,31.3,SW,Spring,8994908,31076577,7
s.a_494,2025-05-08,"South Africa",Johannesburg,5.3,59,1.6,138,None,Koeppen-C,Tropical,Grassland,8.2,5.8,N,Spring,6699687,61066931,1
s.a_495,2025-05-09,"South Africa",Johannesburg,6.2,39,59.7,344,None,Koeppen-C,Tropical,Wetland,8.2,25.2,SW,Spring,9630392,52967306,3
s.a_496,2025-05-10,"South Africa",Johannesburg,34.7,61,164.4,222,Drought,Koeppen-C,Tropical,Grassland,37.8,26,W,Spring,7553521,66054680,3
s.a_497,2025-05-11,"South Africa",Johannesburg,25.4,81,168.1,403,None,Koeppen-D,Tropical,Desert,29.4,35.2,W,Spring,2973066,18991368,5
s.a_498,2025-05-12,"South Africa",Johannesburg,31.8,15,150.1,207,None,Koeppen-B,Tropical,Wetland,32.5,15.8,S,Spring,364290,9635227,2
s.a_499,2025-05-13,"South Africa",Johannesburg,23,30,11.3,260,None,Koeppen-A,Tropical,Grassland,24.5,31.4,SW,Spring,3365013,58651682,9
s.a_5,2024-01-05,"South Africa",Johannesburg,-9.8,39,20.5,449,None,Koeppen-D,Tropical,Forest,-7.9,30.3,E,Winter,6121236,16713870,2
s.a_50,2024-02-19,"South Africa",Johannesburg,7.7,67,191.4,128,None,Koeppen-D,Tropical,Wetland,11.1,17.2,W,Winter,37281,99217347,10
s.a_500,2025-05-14,"South Africa",Johannesburg,-1,39,172.4,196,None,Koeppen-B,Tropical,Forest,1,38.6,SE,Spring,2721356,17921823,4
s.a_501,2025-05-15,"South Africa",Johannesburg,13.1,21,28.9,492,None,Koeppen-D,Tropical,Tundra,14.2,17.6,W,Spring,2090904,8912280,1
s.a_502,2025-05-16,"South Africa",Johannesburg,3.1,75,10.1,35,Heatwave,Koeppen-A,Tropical,Tundra,6.8,32,SW,Spring,8094953,68765825,7
s.a_503,2025-05-17,"South Africa",Johannesburg,3.4,17,49,165,None,Koeppen-D,Tropical,Wetland,4.2,27.8,NE,Spring,8869151,11376207,9
s.a_504,2025-05-18,"South Africa",Johannesburg,41.3,11,26.8,58,None,Koeppen-B,Tropical,Wetland,41.8,9.1,N,Spring,2504940,419908,7
s.a_505,2025-05-19,"South Africa",Johannesburg,9.1,75,11.8,409,None,Koeppen-A,Tropical,Desert,12.8,22.6,S,Spring,7560633,79123201,5
s.a_506,2025-05-20,"South Africa",Johannesburg,23.3,97,198,281,None,Koeppen-D,Tropical,Desert,28.2,15.9,SW,Spring,1027768,12668399,2
